timestamp_s,motor_id,temp_c,rpm,battery_voltage_v,battery_current_a,phase_u_back_emf_v,phase_v_back_emf_v,phase_w_back_emf_v,phase_u_current_a,phase_v_current_a,phase_w_current_a,vibration_x_g,vibration_y_g,vibration_z_g,fault_type,rul_minutes
12.000000,motor_3,48.98103,3075.64174,69.84180,32.86668,0.31086,-26.78679,26.73226,0.15678,-16.79497,16.19280,0.0253932,0.0438985,-0.0209966,normal,6579.478
12.002500,motor_3,49.14510,3070.37370,69.92505,33.25860,-1.97754,27.36481,-25.55468,-1.50666,16.99169,-15.74256,0.0443945,0.0201012,0.0060503,normal,6579.478
12.005000,motor_3,48.94082,3077.47652,69.83938,33.82687,4.24472,-28.19647,24.29522,2.68289,-17.66633,15.38760,0.0907557,0.0487525,-0.0148361,normal,6579.478
12.007500,motor_3,48.94769,3072.48599,70.10851,32.76534,-6.02303,29.06174,-22.85662,-3.73326,17.62867,-14.19284,0.0124495,-0.0096769,-0.0586305,normal,6579.478
12.010000,motor_3,48.80630,3076.89348,69.90094,33.16448,8.05892,-29.62076,21.80789,4.86125,-18.47947,13.52171,-0.0152607,0.0066144,-0.0066095,normal,6579.478
12.012500,motor_3,49.05352,3082.57697,70.14278,33.35163,-10.15614,30.02872,-20.64357,-6.12162,18.36333,-12.42537,-0.0300618,-0.0525045,0.0103668,normal,6579.478
12.015000,motor_3,48.88085,3059.24967,69.89261,33.15837,11.54304,-30.38438,18.60077,7.28408,-18.85476,11.65584,-0.0131285,-0.0479240,-0.0073985,normal,6579.478
12.017500,motor_3,49.19900,3079.87319,69.75775,33.87351,-13.81545,30.94858,-17.14941,-8.26873,18.92411,-10.46082,-0.0028151,0.0048036,-0.0218777,normal,6579.478
12.020000,motor_3,49.18059,3088.04871,69.96681,33.66953,15.16239,-30.85642,14.94820,9.71181,-19.43147,9.01211,-0.0312105,0.0671154,-0.0160113,normal,6579.478
12.022500,motor_3,49.07724,3084.07865,69.86698,33.27469,-16.95918,30.72814,-13.75273,-10.85035,18.81221,-8.47619,0.0318133,0.0137766,0.0098828,normal,6579.478
12.025000,motor_3,48.75758,3078.33545,70.23476,32.15372,18.77020,-30.41442,12.22193,10.88100,-17.83806,7.01429,0.0718805,0.0365852,-0.0051085,normal,6579.478
12.027500,motor_3,49.24391,3080.98031,69.90426,34.17520,-20.13585,30.26871,-10.29935,-12.62925,19.58651,-6.27319,0.0372586,-0.0323633,-0.0679315,normal,6579.478
12.030000,motor_3,48.92895,3068.48251,70.19063,32.70130,21.71109,-29.25545,7.70200,13.38290,-17.77821,4.60785,0.0116646,-0.0026506,0.0136826,normal,6579.478
12.032500,motor_3,49.47647,3074.96082,69.93037,34.59116,-22.92870,29.11349,-6.40156,-14.41034,18.68135,-3.95776,-0.0486633,-0.0498992,0.0217998,normal,6579.478
12.035000,motor_3,48.83684,3072.55591,70.09238,32.75653,24.58247,-28.25530,3.68711,14.85756,-17.78929,2.55297,-0.0985652,0.0002579,0.0113336,normal,6579.478
12.037500,motor_3,49.26342,3070.58810,69.95150,33.52582,-25.56498,27.49661,-2.29773,-15.81427,17.77589,-1.10736,0.0104339,-0.0046990,-0.0566470,normal,6579.478
